00:00;-0.00
00:30;0.00
01:00;-0.01
01:30;-0.00
02:00;-0.00
02:30;0.00
03:00;-0.00
03:30;0.00
04:00;-0.00
04:30;0.00
05:00;0.02
05:30;0.00
06:00;-0.00
06:30;0.00
07:00;-0.00
07:30;-0.00
08:00;0.00
08:30;0.00
09:00;0.00
09:30;0.00
10:00;0.01
10:30;0.00
11:00;0.01
11:30;0.01
12:00;0.01
12:30;0.01
13:00;0.02
13:30;0.02
14:00;0.01
14:30;0.00
15:00;0.01
15:30;0.01
16:00;0.01
16:30;0.01
17:00;0.01
17:30;0.00
18:00;0.01
18:30;0.00
19:00;0.00
19:30;0.01
20:00;0.01
20:30;0.01
21:00;0.02
21:30;0.03
22:00;0.01
22:30;0.01
23:00;0.01
23:30;0.01
24:00;0.01
24:30;0.01
25:00;0.02
25:30;0.01
26:00;0.01
26:30;0.01
27:00;0.01
27:30;0.00
28:00;0.00
28:30;0.00
29:00;0.00
29:30;0.03
30:00;0.00
30:30;-0.00
31:00;-0.00
31:30;0.00
32:00;0.00
32:30;0.00
33:00;0.01
33:30;0.01
34:00;0.00
34:30;0.00
35:00;0.00
35:30;0.00
36:00;-0.00
36:30;0.01
37:00;0.01
37:30;0.00
38:00;0.03
38:30;0.01
39:00;0.00
39:30;-0.00
40:00;0.01
40:30;0.00
41:00;0.00
41:30;0.00
42:00;0.00
42:30;0.00
43:00;0.00
43:30;-0.00
44:00;0.00
44:30;0.00
45:00;0.00
45:30;0.00
46:00;0.02
46:30;0.02
47:00;0.01
47:30;0.01
48:00;0.01
48:30;0.00
49:00;-0.00
49:30;0.00
50:00;0.00
50:30;0.00
51:00;0.00
51:30;0.00
52:00;0.00
52:30;0.00
53:00;0.00
53:30;0.00
54:00;0.00
54:30;0.01
55:00;0.02
55:30;0.03
56:00;0.01
56:30;0.01
57:00;0.01
57:30;0.01
58:00;0.01
58:30;0.01
