Data from CuSO4_4_back_FLMS006191__0__16-17-46-687.txt Node

Date: Sat May 15 16:17:46 MSK 2021
User: margo
Spectrometer: FLMS00619
Trigger mode: 0
Integration Time (sec): 1,000000E-3
Scans to average: 250
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179,619	-20,23
180,001	-20,23
180,383	-20,23
180,764	-65,78
181,146	-70,66
181,528	-75,78
181,91	-75,6
182,292	-70,66
182,673	-66,68
183,055	-55,32
183,437	-43,87
183,818	-32,98
184,2	-19,38
184,581	-2,73
184,963	10,75
185,344	31,61
185,726	44,74
186,107	65,49
186,489	78,45
186,87	99,37
187,251	112,58
187,633	133,42
188,014	149,21
188,395	170,65
188,777	178,5
189,158	197,6
189,539	205,62
189,92	219,92
190,301	234,04
190,682	244,02
191,063	251,54
191,444	261,2
191,825	269,78
192,206	277
192,587	287,86
192,968	293,58
193,349	297,97
193,73	302,78
194,111	306,29
194,492	304,96
194,872	309,84
195,253	311,72
195,634	316,85
196,014	315,16
196,395	317,78
196,776	318,01
197,156	314,42
197,537	313,27
197,917	314,88
198,298	312,39
198,678	315,31
199,059	307,42
199,439	308,61
199,819	308,51
200,2	306,3
200,58	305,24
200,96	303,45
201,341	300,3
201,721	298,7
202,101	294,81
202,481	298,18
202,861	295,24
203,241	295,19
203,621	291,43
204,001	290,79
204,381	292,58
204,761	287,53
205,141	290,1
205,521	284,6
205,901	286,75
206,281	286,61
206,661	286,62
207,04	286,56
207,42	283,28
207,8	286,1
208,18	284,98
208,559	281,11
208,939	284,09
209,318	280,86
209,698	280,25
210,077	283,2
210,457	281,73
210,836	281,01
211,216	283,09
211,595	285,54
211,975	284,45
212,354	287,61
212,733	282,27
213,113	286,29
213,492	288,82
213,871	287,14
214,25	287,05
214,629	286,7
215,009	286,37
215,388	290,16
215,767	287,26
216,146	286,62
216,525	288,24
216,904	292,27
217,283	289,28
217,662	288,45
218,04	287,85
218,419	294,47
218,798	294
219,177	292,14
219,556	291,09
219,934	293,21
220,313	291,73
220,692	294,31
221,07	299,77
221,449	297,19
221,827	296,91
222,206	295,13
222,584	294,94
222,963	296,3
223,341	299,59
223,72	297,47
224,098	296,03
224,476	296,34
224,855	300,47
225,233	298,67
225,611	302,54
225,99	297,42
226,368	301,33
226,746	299,33
227,124	296,44
227,502	299,44
227,88	299,34
228,258	299,59
228,636	296,26
229,014	302,92
229,392	297,1
229,77	299,63
230,148	295,84
230,526	296,51
230,903	300,11
231,281	300,7
231,659	298,08
232,037	298,29
232,414	304,07
232,792	299,79
233,169	301,68
233,547	298,85
233,925	301,76
234,302	302,02
234,68	308,42
235,057	301,24
235,434	301,05
235,812	303,31
236,189	302,29
236,566	301,24
236,944	305,66
237,321	303,02
237,698	303,17
238,075	304,15
238,453	304,72
238,83	304,7
239,207	306,26
239,584	306,5
239,961	305,83
240,338	307,87
240,715	308,15
241,092	308,67
241,469	310,3
241,845	307,2
242,222	308,16
242,599	306,24
242,976	304,28
243,353	306,5
243,729	308,69
244,106	303,49
244,483	309,57
244,859	309,41
245,236	308,13
245,612	308,24
245,989	310,13
246,365	308,2
246,742	307,97
247,118	313,68
247,494	312,1
247,871	308,75
248,247	310,08
248,623	310,6
249	306,81
249,376	310,75
249,752	305,31
250,128	309,16
250,504	311,96
250,88	312,2
251,256	309,78
251,632	311,02
252,008	308,87
252,384	310,76
252,76	307,7
253,136	316,14
253,512	312,88
253,888	312,76
254,263	313,35
254,639	312,64
255,015	315,05
255,391	317,19
255,766	314,91
256,142	312,75
256,517	314,34
256,893	310,09
257,269	316,64
257,644	314,5
258,019	310,55
258,395	316,28
258,77	316,38
259,146	315,19
259,521	316,98
259,896	317,51
260,271	316,89
260,647	314,62
261,022	314,9
261,397	316,6
261,772	315,21
262,147	317,72
262,522	318,47
262,897	318,68
263,272	317,01
263,647	315,25
264,022	314,46
264,397	319,75
264,772	320,68
265,147	314,75
265,521	318,95
265,896	317,76
266,271	317,86
266,645	317,67
267,02	316,62
267,395	320,37
267,769	313,47
268,144	316,89
268,518	313,91
268,893	315,89
269,267	317,63
269,642	323,91
270,016	318,96
270,39	319,84
270,765	323,55
271,139	319,04
271,513	323,26
271,887	319,39
272,261	320,24
272,636	319,63
273,01	320,42
273,384	320,71
273,758	320,62
274,132	319,83
274,506	322,37
274,88	320,69
275,254	321,39
275,627	322,69
276,001	322,78
276,375	321,92
276,749	323,12
277,122	322,7
277,496	319,77
277,87	321,75
278,243	321,84
278,617	319,49
278,991	316,94
279,364	321,76
279,738	321,46
280,111	322,85
280,484	319,59
280,858	323,71
281,231	321,79
281,604	323,26
281,978	324,01
282,351	318,04
282,724	320,76
283,097	324,39
283,47	320,9
283,844	324,95
284,217	324,9
284,59	322,08
284,963	321,67
285,336	324,57
285,709	325,51
286,081	321,73
286,454	327,4
286,827	326,33
287,2	322,67
287,573	324,02
287,945	326,5
288,318	322,17
288,691	322,06
289,063	330,1
289,436	326,55
289,808	321,52
290,181	323,16
290,553	325,23
290,926	326,88
291,298	324,93
291,671	328,15
292,043	326,02
292,415	326,78
292,788	328,71
293,16	328,18
293,532	323,64
293,904	327,02
294,276	325,1
294,648	323,76
295,02	325,62
295,392	324,34
295,764	325,73
296,136	323,81
296,508	322,88
296,88	326,9
297,252	328,12
297,624	326,93
297,996	328,5
298,367	326,4
298,739	327,96
299,111	330,73
299,482	328,62
299,854	327,17
300,225	330,6
300,597	331,44
300,968	327,37
