Data from Spectrometer1__0__14-07-15-921.txt Node

Date: Tue Apr 13 14:07:15 MSK 2021
User: margo
Spectrometer: Spectrometer
Resolution (bits): 16
Boxcar width: 0
Enabled: false
Intensity: 1.0
Dynamic Range: 750.0
Sampled minimum: 0.0
Temperature (K): 6500.0
Gaussian Width: 50.0
Integration Time (sec): 0.1
Baseline Fraction: 0.05
Center Wavelength: 580.0
Temperature (K): 3100.0
Scans to average: 1
Enabled: true
Enabled: true
Intensity: 1.0
CRI TCS Index: 1
Intensity: 1.0
Enabled: false
Shutter : true
Sampled maximum: 0.95
Enabled: true
Enabled: false
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
380	3520
380,195	3671
380,391	3455
380,586	3614
380,781	3423
380,977	3473
381,172	3282
381,367	3491
381,562	3461
381,758	3532
381,953	3518
382,148	3638
382,344	3523
382,539	3564
382,734	3458
382,93	3398
383,125	3517
383,32	3468
383,516	3385
383,711	3445
383,906	3475
384,102	3480
384,297	3418
384,492	3491
384,688	3494
384,883	3509
385,078	3340
385,273	3438
385,469	3434
385,664	3564
385,859	3439
386,055	3525
386,25	3502
386,445	3557
386,641	3576
386,836	3389
387,031	3371
387,227	3423
387,422	3488
387,617	3594
387,812	3533
388,008	3409
388,203	3547
388,398	3541
388,594	3575
388,789	3685
388,984	3492
389,18	3393
389,375	3424
389,57	3555
389,766	3474
389,961	3372
390,156	3508
390,352	3722
390,547	3627
390,742	3313
390,938	3534
391,133	3559
391,328	3350
391,523	3574
391,719	3539
391,914	3460
392,109	3584
392,305	3514
392,5	3353
392,695	3626
392,891	3333
393,086	3407
393,281	3393
393,477	3490
393,672	3406
393,867	3542
394,062	3422
394,258	3523
394,453	3658
394,648	3522
394,844	3691
395,039	3597
395,234	3701
395,43	3456
395,625	3521
395,82	3510
396,016	3578
396,211	3387
396,406	3513
396,602	3510
396,797	3598
396,992	3368
397,188	3583
397,383	3374
397,578	3590
397,773	3525
397,969	3394
398,164	3756
398,359	3284
398,555	3424
398,75	3512
398,945	3538
399,141	3194
399,336	3434
399,531	3380
399,727	3611
399,922	3542
400,117	3625
400,312	3451
400,508	3622
400,703	3453
400,898	3416
401,094	3514
401,289	3535
401,484	3665
401,68	3481
401,875	3476
402,07	3519
402,266	3533
402,461	3536
402,656	3604
402,852	3690
403,047	3462
403,242	3399
403,438	3464
403,633	3495
403,828	3699
404,023	3611
404,219	3580
404,414	3253
404,609	3536
404,805	3583
405	3551
405,195	3527
405,391	3483
405,586	3465
405,781	3607
405,977	3519
406,172	3629
406,367	3538
406,562	3665
406,758	3495
406,953	3645
407,148	3819
407,344	3564
407,539	3656
407,734	3600
407,93	3561
408,125	3600
408,32	3523
408,516	3676
408,711	3543
408,906	3528
409,102	3628
409,297	3620
409,492	3696
409,688	3593
409,883	3650
410,078	3620
410,273	3527
410,469	3573
410,664	3585
410,859	3536
411,055	3581
411,25	3747
411,445	3479
411,641	3671
411,836	3624
412,031	3588
412,227	3602
412,422	3602
412,617	3716
412,812	3672
413,008	3573
413,203	3624
413,398	3614
413,594	3732
413,789	3667
413,984	3649
414,18	3753
414,375	3743
414,57	3693
414,766	3596
414,961	3697
415,156	3681
415,352	3763
415,547	3619
415,742	3745
415,938	3767
416,133	3716
416,328	3715
416,523	3568
416,719	3820
416,914	3853
417,109	3591
417,305	3705
417,5	3690
417,695	3596
417,891	3630
418,086	3728
418,281	3714
418,477	3731
418,672	3948
418,867	3781
419,062	3833
419,258	3728
419,453	3696
419,648	3737
419,844	3690
420,039	3812
420,234	3638
420,43	3760
420,625	3750
420,82	3816
421,016	3698
421,211	3738
421,406	3730
421,602	3781
421,797	3732
421,992	3942
422,188	3764
422,383	3845
422,578	3772
422,773	3777
422,969	3899
423,164	3897
423,359	3828
423,555	3706
423,75	3853
423,945	3811
424,141	3752
424,336	3869
424,531	4120
424,727	3995
424,922	3826
425,117	3846
425,312	3924
425,508	3933
425,703	3766
425,898	4029
426,094	3881
426,289	4065
426,484	3944
426,68	3881
426,875	3814
427,07	4024
427,266	3974
427,461	3972
427,656	4062
427,852	3968
428,047	3810
428,242	3940
428,438	3850
428,633	3910
428,828	3981
429,023	3906
429,219	4034
429,414	4010
429,609	3922
429,805	4142
430	4077
430,195	4072
430,391	4100
430,586	4181
430,781	4199
430,977	4176
431,172	3990
431,367	3979
431,562	4033
431,758	3986
431,953	4108
432,148	4106
432,344	4111
432,539	4153
432,734	4012
432,93	4269
433,125	4303
433,32	4073
433,516	4156
433,711	4321
433,906	4154
434,102	4142
434,297	4288
434,492	4079
434,688	4349
434,883	4233
435,078	4380
